"line","text","magazine","month","year"
9,"I made kindness go viral Get inspired!","Seventeen",1,2017
1,"Spring fashion and beauty tips and all the friendship advice","Seventeen",3,2017
2,"get OMG hair while you sleep (seriously)","Seventeen",3,2017
3,"DIY snacks you'll love (apple-nachos what?!!!)","Seventeen",3,2017
4,"fun and flirty! cutest outfits ever, pretty makeup, and quick confidence boosters","Seventeen",3,2017
5,"instant happiness 40 easy tricks","Seventeen",3,2017
6,"camila cabello why she had to leave 5H and other major confessions!","Seventeen",3,2017
7,"is your locker making you sick?","Seventeen",3,2017
1,"Spring fashion and beauty tips and all the friendship advice","Seventeen",4,2017
2,"get OMG hair while you sleep (seriously)","Seventeen",4,2017
3,"DIY snacks you'll love (apple-nachos what?!!!)","Seventeen",4,2017
4,"fun and flirty! cutest outfits ever, pretty makeup, and quick confidence boosters","Seventeen",4,2017
5,"instant happiness 40 easy tricks","Seventeen",4,2017
6,"camila cabello why she had to leave 5H and other major confessions!","Seventeen",4,2017
7,"is your locker making you sick?","Seventeen",4,2017
1,"Bonus! Cameron poster inside and more crush worthy guys","Seventeen",5,2017
2,"haul of fame: best buys for clear skin, shiny hair, pretty lips","Seventeen",5,2017
3,"do you get period brain? the weird symptoms and how to deal!","Seventeen",5,2017
4,"inside the school bathroom debate. one student's story","Seventeen",5,2017
5,"cameron dallas on dating, being yourself, and unicorns?","Seventeen",5,2017
6,"lazy girl workout hacks","Seventeen",5,2017
7,"cute new swimsuits for your vibe","Seventeen",5,2017
8,"so hot right now! super fun bags and shoes","Seventeen",5,2017
9,"grad gifts you'll love","Seventeen",5,2017
10,"the coolest hairstyle for any texture!!!","Seventeen",5,2017
1,"Bonus! Cameron poster inside and more crush worthy guys","Seventeen",6,2017
2,"haul of fame: best buys for clear skin, shiny hair, pretty lips","Seventeen",6,2017
3,"do you get period brain? the weird symptoms and how to deal!","Seventeen",6,2017
4,"inside the school bathroom debate. one student's story","Seventeen",6,2017
5,"cameron dallas on dating, being yourself, and unicorns?","Seventeen",6,2017
6,"lazy girl workout hacks","Seventeen",6,2017
7,"cute new swimsuits for your vibe","Seventeen",6,2017
8,"so hot right now! super fun bags and shoes","Seventeen",6,2017
9,"grad gifts you'll love","Seventeen",6,2017
10,"the coolest hairstyle for any texture!!!","Seventeen",6,2017
1,"Hair inspo: waves, braids, and more","Seventeen",7,2017
2,"10 super fun ways to get glowy skin","Seventeen",7,2017
3,"Summer style! tops, shorts, sandals, and other must-haves to slay your vacay","Seventeen",7,2017
4,"power girls how to use your voice to change the world","Seventeen",7,2017
5,"maddie ziegler: her life off camera and the surprising thing she wants to do next","Seventeen",7,2017
6,"perfect date ideas (bye, awkwardness)","Seventeen",7,2017
1,"Hair inspo: waves, braids, and more","Seventeen",8,2017
2,"10 super fun ways to get glowy skin","Seventeen",8,2017
3,"Summer style! tops, shorts, sandals, and other must-haves to slay your vacay","Seventeen",8,2017
4,"power girls how to use your voice to change the world","Seventeen",8,2017
5,"maddie ziegler: her life off camera and the surprising thing she wants to do next","Seventeen",8,2017
6,"perfect date ideas (bye, awkwardness)","Seventeen",8,2017
1,"How to boost your body confidence!","Seventeen",9,2017
2,"your skin and stress","Seventeen",9,2017
3,"get dryness, acne, and dark circles to chill","Seventeen",9,2017
4,"back-to-school fashion and beauty blowout","Seventeen",9,2017
5,"get ootd fab makeup, looks, and hairstyles you'll love","Seventeen",9,2017
6,"crush your fall goals","Seventeen",9,2017
7,"pick the perfect college for you (advice you haven't actually heard)","Seventeen",9,2017
8,"fifth harmony on sticking together and staying true to who you are","Seventeen",9,2017
1,"How to boost your body confidence!","Seventeen",10,2017
2,"your skin and stress","Seventeen",10,2017
3,"get dryness, acne, and dark circles to chill","Seventeen",10,2017
4,"back-to-school fashion and beauty blowout","Seventeen",10,2017
5,"get ootd fab makeup, looks, and hairstyles you'll love","Seventeen",10,2017
6,"crush your fall goals","Seventeen",10,2017
7,"pick the perfect college for you (advice you haven't actually heard)","Seventeen",10,2017
8,"fifth harmony on sticking together and staying true to who you are","Seventeen",10,2017
1,"look for ghosts inside! use snapchat to unlock videos, shop and more","Seventeen",11,2017
2,"skin probs solved plus easy beauty DIYs","Seventeen",11,2017
3,"cool girl vibes: mega confidence! fun party looks! pretty makeup!","Seventeen",11,2017
4,"self-care secrets that boost your mood","Seventeen",11,2017
5,"yara shahidi the black-ish star on the power of love friendship, and amazing hair","Seventeen",11,2017
6,"find money for college how 3 girls did it and you can too","Seventeen",11,2017
7,"omg gift ideas","Seventeen",11,2017
8,"fearless flirting never feel awkward again","Seventeen",11,2017
1,"look for ghosts inside! use snapchat to unlock videos, shop and more","Seventeen",12,2017
2,"skin probs solved plus easy beauty DIYs","Seventeen",12,2017
3,"cool girl vibes: mega confidence! fun party looks! pretty makeup!","Seventeen",12,2017
4,"self-care secrets that boost your mood","Seventeen",12,2017
5,"yara shahidi the black-ish star on the power of love friendship, and amazing hair","Seventeen",12,2017
6,"find money for college how 3 girls did it and you can too","Seventeen",12,2017
7,"omg gift ideas","Seventeen",12,2017
8,"fearless flirting never feel awkward again","Seventeen",12,2017
1,"Dreamy bags, shoes, and bling that will say you money!","Seventeen",1,2018
2,"Prom","Seventeen",1,2018
3,"hashtag no filter skin","Seventeen",1,2018
4,"metallic makeup","Seventeen",1,2018
5,"gorgeous hair","Seventeen",1,2018
6,"noah cyrus and her tips for how to have a blast","Seventeen",1,2018
7,"Find your style! chic satin, edgy velvet, fun feathers, glam sequins","Seventeen",1,2018
8,"so many dresses","Seventeen",1,2018
9,"190 pages of hot trends you'll love","Seventeen",1,2018
10,"use snapchat inside to get your fashion tricks, unlock videos and shop","Seventeen",1,2018
1,"Dreamy bags, shoes, and bling that will say you money!","Seventeen",2,2018
2,"Prom","Seventeen",2,2018
3,"hashtag no filter skin","Seventeen",2,2018
4,"metallic makeup","Seventeen",2,2018
5,"gorgeous hair","Seventeen",2,2018
6,"noah cyrus and her tips for how to have a blast","Seventeen",2,2018
7,"Find your style! chic satin, edgy velvet, fun feathers, glam sequins","Seventeen",2,2018
8,"so many dresses","Seventeen",2,2018
9,"190 pages of hot trends you'll love","Seventeen",2,2018
10,"use snapchat inside to get your fashion tricks, unlock videos and shop","Seventeen",2,2018
1,"Become a confident kisser!","Seventeen",3,2018
2,"get skin this glowy!","Seventeen",3,2018
3,"rainbow hair, don't care colors that wash out in one shampoo","Seventeen",3,2018
4,"shake it up! change the world in a creative way, rock super-bold spring OOTDs, boost your mood in 10 seconds","Seventeen",3,2018
5,"the coolest colleges right now","Seventeen",3,2018
6,"rowan blanchard on owning your feelings and fighting for what's right","Seventeen",3,2018
7,"body eeks! hacks for avoiding embarassing moments","Seventeen",3,2018
8,"amazon","Seventeen",3,2018
1,"Become a confident kisser!","Seventeen",4,2018
2,"get skin this glowy!","Seventeen",4,2018
3,"rainbow hair, don't care colors that wash out in one shampoo","Seventeen",4,2018
4,"shake it up! change the world in a creative way, rock super-bold spring OOTDs, boost your mood in 10 seconds","Seventeen",4,2018
5,"the coolest colleges right now","Seventeen",4,2018
6,"rowan blanchard on owning your feelings and fighting for what's right","Seventeen",4,2018
7,"body eeks! hacks for avoiding embarassing moments","Seventeen",4,2018
8,"amazon","Seventeen",4,2018
1,"Teens and gun reform: what you can do next","Seventeen",5,2018
2,"Best beauty buys they actually work for skin, hair, and more","Seventeen",5,2018
3,"so obsessed! ","Seventeen",5,2018
4,"swimleisure: bathing suits you can wear as clothes","Seventeen",5,2018
5,"pink makeup the trend that looks cool on everyone","Seventeen",5,2018
6,"glam side hustles: fun ways to earn money","Seventeen",5,2018
7,"riverdale's madelaine petsch plus cole, lili, kj, and camila","Seventeen",5,2018
8,"a weird study hack worth trying","Seventeen",5,2018
9,"let's talk about periods: no pain, no shame","Seventeen",5,2018
1,"Teens and gun reform: what you can do next","Seventeen",6,2018
2,"Best beauty buys they actually work for skin, hair, and more","Seventeen",6,2018
3,"so obsessed! ","Seventeen",6,2018
4,"swimleisure: bathing suits you can wear as clothes","Seventeen",6,2018
5,"pink makeup the trend that looks cool on everyone","Seventeen",6,2018
6,"glam side hustles: fun ways to earn money","Seventeen",6,2018
7,"riverdale's cole sprouse plus lili, kj, and camila","Seventeen",6,2018
8,"a weird study hack worth trying","Seventeen",6,2018
9,"let's talk about periods: no pain, no shame","Seventeen",6,2018
1,"new bigger size","Good Housekeeping",1,2010
2,"the 25 calorie snack youll love","Good Housekeeping",1,2010
3,"7 medical discoveries that could change your life","Good Housekeeping",1,2010
4,"save 100 dollars this month and every month","Good Housekeeping",1,2010
5,"brooke shields making peace with my mom an alcoholic mother a toxic childhood how shes coming to terms with her troubled past at last","Good Housekeeping",1,2010
6,"best chocolate cake ever 14 warm winter desserts","Good Housekeeping",1,2010
7,"stop cold and flue what really kills germs","Good Housekeeping",1,2010
8,"free vintage print","Good Housekeeping",1,2010
9,"instant little miracles belly flattening pants fast fixes for tired eyes the 1 minute manicure","Good Housekeeping",1,2010
1,"new! bigger size","Good Housekeeping",2,2010
2,"get thin for free the online program that works","Good Housekeeping",2,2010
3,"hidden heart risks signs to watch at 30 40 50 60 plus","Good Housekeeping",2,2010
4,"how to lower your bills now","Good Housekeeping",2,2010
5,"the best buys 2010","Good Housekeeping",2,2010
6,"75 look great fixes for bad hair days dry skin and more","Good Housekeeping",2,2010
7,"amy grant and vince gill im stubborn hes got a temper how they make it work","Good Housekeeping",2,2010
8,"win amys necklace ","Good Housekeeping",2,2010
9,"new one dish dinners easy stews and casseroles","Good Housekeeping",2,2010
10,"smart ways to look 5 years younger and 10 pounds slimmer","Good Housekeeping",2,2010
1,"secrets of the biggest losers","Good Housekeeping",3,2010
2,"helen how she lost 140 pounds and keeps it off","Good Housekeeping",3,2010
3,"before","Good Housekeeping",3,2010
4,"the new losers insider info","Good Housekeeping",3,2010
5,"stephanie i lost 39 pounds so far with this mind trick","Good Housekeeping",3,2010
6,"michael down 83 pounds strategies from the heaviest loser yet","Good Housekeeping",3,2010
7,"enter to win a biggest loser spa week","Good Housekeeping",3,2010
8,"amazing at every age","Good Housekeeping",3,2010
9,"more energy sweeter sleep plus a happier you","Good Housekeeping",3,2010
10,"roasting cookbook 13 delicious easy dinners","Good Housekeeping",3,2010
11,"i need a vacation 7 ways to afford a great one","Good Housekeeping",3,2010
12,"save now free mammograms discount eyeglasses cheaper Rxs","Good Housekeeping",3,2010
1,"spring clean","Good Housekeeping",4,2010
2,"easy closet organizers heloises top tips fast fixes for dingy carpets tiles and walls","Good Housekeeping",4,2010
3,"20 fresh ideas for easter entertaining","Good Housekeeping",4,2010
4,"fashion 411 clothes that look fab and actually fit","Good Housekeeping",4,2010
5,"can you believe shes 50 valerie bertinelli on her fiery love life deep faith and the secret recipe that melts off pounds","Good Housekeeping",4,2010
6,"best mascaras for length volume and coverage","Good Housekeeping",4,2010
7,"friendship on the rocks work it out or call it quits?","Good Housekeeping",4,2010
8,"65 ways to go green and save green","Good Housekeeping",4,2010
9,"the medical test every woman needs but not all docs give","Good Housekeeping",4,2010
1,"125th anniversary","Good Housekeeping",5,2010
2,"collectors issue","Good Housekeeping",5,2010
3,"the recipes we love gh test kitchen favorites","Good Housekeeping",5,2010
4,"home makeovers for 125 dollars or less","Good Housekeeping",5,2010
5,"great clothes that never go out of style","Good Housekeeping",5,2010
6,"6 foods that stop stress one is chocolate","Good Housekeeping",5,2010
7,"thicker hair the solution that surprised even us","Good Housekeeping",5,2010
8,"plus wisdom from oprah winfrey paula deen meredith vieira trisha yearwood marie osmond martha stewart","Good Housekeeping",5,2010
9,"first lady michelle obama on keeping her marriage close raising the girls and overcoming her biggest fear","Good Housekeeping",5,2010
10,"125 women who changed our lives","Good Housekeeping",5,2010
1,"how to organize anything and everything","Good Housekeeping",6,2010
2,"50 summer salads new and easy recipes","Good Housekeeping",6,2010
3,"skin docs' best anti aging tricks","Good Housekeeping",6,2010
4,"35 great summer looks under 60 dollars","Good Housekeeping",6,2010
5,"the scam smart women fall for","Good Housekeeping",6,2010
6,"goodbye headaches surprising all natural remedies","Good Housekeeping",6,2010
7,"i lost 44 pounds that's what my daughter weighs","Good Housekeeping",6,2010
8,"you can do it too","Good Housekeeping",6,2010
1,"drop 10 pounds fast the surprising new plan that works","Good Housekeeping",7,2010
2,"just 70 calories ice cream treat","Good Housekeeping",7,2010
3,"look hot feel cool spend less beauty bargains","Good Housekeeping",7,2010
4,"the real rachael how she handles the haters why her off beat marriage works and does she really want a baby","Good Housekeeping",7,2010
5,"best swimsuits for real womens shapes and sizes","Good Housekeeping",7,2010
6,"the test that can give you cancer how to say no to your doc","Good Housekeeping",7,2010
7,"summer party fun yummy recipes including our flag cake july 4th decorating ideas quickest cleanup","Good Housekeeping",7,2010
8,"raise a grounded kid in a materialistic world","Good Housekeeping",7,2010
1,"easy summer suppers fast fresh fabulous","Good Housekeeping",8,2010
2,"genius organizing smart ideas for the whole family","Good Housekeeping",8,2010
3,"maggie gyllenhaal","Good Housekeeping",8,2010
4,"emma thompson","Good Housekeeping",8,2010
5,"why we need best friends pals maggie and emma talk hot husbands dirty dishes growing girls and their surprising connection","Good Housekeeping",8,2010
6,"stand up for yourself 10 simple steps","Good Housekeeping",8,2010
7,"50 guilt free snacks even chocolate","Good Housekeeping",8,2010
8,"shinier fuller hair the pros surprising shampoo secret","Good Housekeeping",8,2010
9,"bottled water whats best whats bad","Good Housekeeping",8,2010
1,"simplify your life 3 easy ways to get organized","Good Housekeeping",9,2010
2,"30 minute one skillet suppers","Good Housekeeping",9,2010
3,"live rich spend less 50 plus money saving tips","Good Housekeeping",9,2010
4,"I'm allergic to what surprising triggers docs overlook and how to get relief","Good Housekeeping",9,2010
5,"top 25 drugstore beauty buys what the pros use","Good Housekeeping",9,2010
6,"better than butter best new bread spread","Good Housekeeping",9,2010
7,"enter to win 250000 dollars","Good Housekeeping",9,2010
8,"mariska hargitay off duty what playnig a cop on tv taught her about marriage mommyhood and staying safe anytime anywhere","Good Housekeeping",9,2010
9,"get more from your closet the only 5 pieces you need for fall","Good Housekeeping",9,2010
1,"look your youngest","Good Housekeeping",10,2010
2,"which anti aging products really work we tested 90 number 1 wrinkle smoother","Good Housekeeping",10,2010
3,"preventing breast cancer what makes the difference","Good Housekeeping",10,2010
4,"speedy healthy suppers super nutritious meals even picky eaters will love","Good Housekeeping",10,2010
5,"lower my health care bills what will help right now","Good Housekeeping",10,2010
6,"cut kitchen time the best blenders pressure cookers and microwaves","Good Housekeeping",10,2010
7,"jamie lee cleans up she dusts mops and declutters like a pro steal her time saving secrets","Good Housekeeping",10,2010
8,"plus peek inside her home","Good Housekeeping",10,2010
9,"easy halloween ideas","Good Housekeeping",10,2010
1,"keepsake edition","Good Housekeeping",11,2010
2,"thanksgiving cookbook best recipes from our 125 years plus 15 minute centerpieces","Good Housekeeping",11,2010
3,"age proof your hair hide grays boost color add volume","Good Housekeeping",11,2010
4,"get it free the new way to shop online","Good Housekeeping",11,2010
5,"kelly ripa fab at 40 three kids a still sizzling marriage and a new show how the spunky star makes it all work most of the time","Good Housekeeping",11,2010
6,"falls best coats chic slimming super warm","Good Housekeeping",11,2010
7,"special report why salt may not be bad for you","Good Housekeeping",11,2010
8,"why some families fight less their 3 secrets","Good Housekeeping",11,2010
9,"healthy convenience foods which organics taste best","Good Housekeeping",11,2010
1,"246 great holiday ideas","Good Housekeeping",12,2010
2,"my favorite cookie recipes","Good Housekeeping",12,2010
3,"martha bobby and ina share their baking secrets","Good Housekeeping",12,2010
4,"give more spend less great gifts as low as 50 cents 9 ways to stretch your budget","Good Housekeeping",12,2010
5,"old fashioned christmas please a crowd recipes tree trimmings simple crafts","Good Housekeeping",12,2010
6,"stay healthy this season the 2 dollar fix thatll cold proof your family","Good Housekeeping",12,2010
7,"eat drink and still shrink party foods that dont make you fat","Good Housekeeping",12,2010
8,"exclusive its a wonderful life read the story that inspired the movie we love","Good Housekeeping",12,2010
9,"2010 top toys kid tested","Good Housekeeping",12,2010
1,"organize your life in an hour a day a weekend","Good Housekeeping",1,2011
2,"70 plus clever clutter busters simple solutions for every room","Good Housekeeping",1,2011
3,"classic healthy comfort food 12 one dish dinners theyll love","Good Housekeeping",1,2011
4,"the year of mindful thinking become healthier wealthier happier","Good Housekeeping",1,2011
5,"heal your skin new and gentle anti agers","Good Housekeeping",1,2011
6,"finally 5 dollar tights that fit and last","Good Housekeeping",1,2011
7,"look 10 pounds thinner tomorrow","Good Housekeeping",1,2011
8,"kyra's comeback the closer opens up about marriage and money mistakes struggles with depression and the joy shes found in her forties","Good Housekeeping",1,2011
1,"shortcut dinners chefs secrets to delish meals","Good Housekeeping",2,2011
2,"new boost your happiness one simple move to lower stress lift good feelings","Good Housekeeping",2,2011
3,"slash your grocery bills","Good Housekeeping",2,2011
4,"eat pray walk the natural way to lower blood pressure","Good Housekeeping",2,2011
5,"best products of the year 11 great buys tested by ghri","Good Housekeeping",2,2011
6,"best brownie recipe ever","Good Housekeeping",2,2011
7,"gwyneth paltrow candid talk on how hard she works at her marriage and the huge huge role faith plays in her life","Good Housekeeping",2,2011
1,"spring cleaning and heloises quick tips","Good Housekeeping",3,2011
2,"the number one trick to make your day go better","Good Housekeeping",3,2011
3,"must have makeup look younger in 3 minutes","Good Housekeeping",3,2011
4,"healthy pasta suppers only 5 ingredients","Good Housekeeping",3,2011
5,"bonus booklet how to fall and stay asleep","Good Housekeeping",3,2011
6,"best jeans hide your belly thighs and butt","Good Housekeeping",3,2011
7,"you can choose to be happy","Good Housekeeping",3,2011
8,"valerie bertinelli on how she makes every day a good one and her most wonderful wedding moment plus her 100 calorie treat","Good Housekeeping",3,2011
9,"slim by spring the 2 dollar fix that works","Good Housekeeping",3,2011
1,"the dr oz plan","Good Housekeeping",4,2011
2,"lose 10 pounds and 2 inches in 4 weeks","Good Housekeeping",4,2011
3,"mix and match easter menus plus fun ideas for sweet crafts","Good Housekeeping",4,2011
4,"instant room makeovers plus the freebie to avoid","Good Housekeeping",4,2011
5,"too much to do 10 strategies to organize your life","Good Housekeeping",4,2011
6,"is your hair aging you get more shine less frizz","Good Housekeeping",4,2011
7,"30 easy outfits from 8 affordable pieces","Good Housekeeping",4,2011
8,"try my secret diet snack","Good Housekeeping",4,2011
1,"the perfect bra for every shape","Good Housekeeping",5,2011
2,"easy healthy suppers your family will love","Good Housekeeping",5,2011
3,"slim by summer make over your fridge 11 quick and light meals","Good Housekeeping",5,2011
4,"the best anti aging skin care for day and night","Good Housekeeping",5,2011
5,"want a new look easy head to toe fixes","Good Housekeeping",5,2011
6,"you can afford a vacation our travel pros 9 insider secrets","Good Housekeeping",5,2011
7,"be a calmer mom get results without yelling","Good Housekeeping",5,2011
8,"family comes first heidi klum on finding her soul mate and raising 4 kids with family values","Good Housekeeping",5,2011
1,"have a stress free summer","Good Housekeeping",6,2011
2,"5 simple organizing tricks fun ways to relax 34 great grilling recipes","Good Housekeeping",6,2011
3,"plus guilt free strawberry shortcake","Good Housekeeping",6,2011
4,"7 symptoms you should never ignore learn the signs save your life","Good Housekeeping",6,2011
5,"katie couric the best advice i ever got","Good Housekeeping",6,2011
6,"stop skin cancer the 3 minute defense","Good Housekeeping",6,2011
7,"melt proof makeup the products that really work","Good Housekeeping",6,2011
8,"happy 50th michael j fox celebrates life's sweetest moments with his dad his kids his wife","Good Housekeeping",6,2011
9,"plus his private family photos","Good Housekeeping",6,2011
10,"best swimsuits for real women","Good Housekeeping",6,2011
1,"the sweet tastes of summer best ever recipes for fruit tomatoes corn","Good Housekeeping",7,2011
2,"save on gas plus better mileage cheaper repairs and insurance","Good Housekeeping",7,2011
3,"energy boosters the secret to fighting fatigue","Good Housekeeping",7,2011
4,"bug proof your home easy ways to keep out pests","Good Housekeeping",7,2011
5,"my feet hurt smart solutions from stretches to shoes","Good Housekeeping",7,2011
6,"double duty beauty tricks save time and money","Good Housekeeping",7,2011
7,"angie harmon on raising moral kids the power of prayer and keeping her marriage spicy","Good Housekeeping",7,2011
8,"5 easy frizz fighters","Good Housekeeping",7,2011
1,"summers easiest dinners less than 5 dollars a serving","Good Housekeeping",8,2011
2,"solve your number 1 clutter problem","Good Housekeeping",8,2011
3,"protect your email account simple ways to stop a hacker","Good Housekeeping",8,2011
4,"energy down weight up the likely culprit","Good Housekeeping",8,2011
5,"how to complain and get results now","Good Housekeeping",8,2011
6,"wipe out wrinkles cure acne best treatment for both","Good Housekeeping",8,2011
7,"i lost 42 pounds and my mom lost 65 pounds you can too","Good Housekeeping",8,2011
8,"enter to win 250000 dollars cora martin mom of 2 weighs 127 pounds","Good Housekeeping",8,2011
1,"anti-aging issue","Good Housekeeping",9,2011
2,"look your youngest best products to rescue hair 5 foods for smoother skin get back 6 plus years with one easy habit","Good Housekeeping",9,2011
3,"pay less for everything or get it for free","Good Housekeeping",9,2011
4,"hate to exercise youre not alone","Good Housekeeping",9,2011
5,"stress free mornings secrets of women who never rush","Good Housekeeping",9,2011
6,"style mistakes that age you 5 looks that take off years instantly","Good Housekeeping",9,2011
7,"the real reason i left self doubt health issues family stress why meredith vieira walked away from today and found her true self","Good Housekeeping",9,2011
8,"the number one secret for more energy","Good Housekeeping",9,2011
1,"easy halloween ideas for decorating","Good Housekeeping",10,2011
2,"make your kitchen clutter free 17 ideas youve never thought of","Good Housekeeping",10,2011
3,"all new slow cooker suppers 8 recipes equals 16 different meals","Good Housekeeping",10,2011
4,"30 amazing beauty buys nothing over 10 dollars","Good Housekeeping",10,2011
5,"ellens aha moment a tough childhood a fall from grace ellen degeneres shares her sudden insight that changed everything","Good Housekeeping",10,2011
6,"sleepless soothe yourself in 30 seconds","Good Housekeeping",10,2011
7,"update your fall look 6 easy affordable pieces","Good Housekeeping",10,2011
1,"declutter in minutes a speedy guest prep plan","Good Housekeeping",11,2011
2,"wake up to smoother skin treatments that work overnight","Good Housekeeping",11,2011
3,"improve your vision new research on what really helps","Good Housekeeping",11,2011
4,"read this","Good Housekeeping",11,2011
5,"the barefoot contessa's holiday cookbook ina gartens turkey secret easy elegant sides","Good Housekeeping",11,2011
6,"exclusive gabby giffords the untold story how hope and friendship pulled her through","Good Housekeeping",11,2011
7,"best makeup if youre over 30","Good Housekeeping",11,2011
8,"cheap and cozy and chic triple duty fall fashions","Good Housekeeping",11,2011
1,"32 easy holiday recipes","Good Housekeeping",12,2011
2,"a country christmas from popcorn balls to homemade pot holders how amy grant and vince gill celebrate the season","Good Housekeeping",12,2011
3,"amys grandmas recipe","Good Housekeeping",12,2011
4,"a moment of grace prayers that lift you up calm you down and make you smile","Good Housekeeping",12,2011
5,"stay well this season 7 tips that really work","Good Housekeeping",12,2011
6,"be happier every day the number one trick to banish bad moods","Good Housekeeping",12,2011
7,"holiday cookie collection 10 new favorites youll love","Good Housekeeping",12,2011
8,"great gifts from 3 dollars to 35 dollars little luxuries for everyone on your list","Good Housekeeping",12,2011
1,"special issue","Good Housekeeping",1,2012
2,"organize your life it's easier than you think","Good Housekeeping",1,2012
3,"speed cleaning shortcuts","Good Housekeeping",1,2012
4,"quickest dinners no shopping required","Good Housekeeping",1,2012
5,"nates decluttering secrets","Good Housekeeping",1,2012
6,"paula says my kitchen is a mess yall","Good Housekeeping",1,2012
7,"save 1000 dollars this year","Good Housekeeping",1,2012
8,"not anymore see our amazing makeover","Good Housekeeping",1,2012
9,"best healthy frozen meals delicious and diet friendly","Good Housekeeping",1,2012
10,"60 second wrinkle erasers","Good Housekeeping",1,2012
1,"more calm less stuff declutter closets in a day","Good Housekeeping",2,2012
2,"love your heart 7 really simple ways","Good Housekeeping",2,2012
3,"jennifer hudson 80 pounds lighter how she did it family faith and her secret fat fighting snack","Good Housekeeping",2,2012
4,"chocolate heaven 11 desserts youll love","Good Housekeeping",2,2012
5,"natures painkiller the drug free way to feel better fast","Good Housekeeping",2,2012
6,"best products of 2012","Good Housekeeping",2,2012
7,"4 haircuts that take off years","Good Housekeeping",2,2012
8,"decorating with color the hue that boosts your mood","Good Housekeeping",2,2012
1,"guilt free comfort food healthy and hearty and easy","Good Housekeeping",3,2012
2,"the right bra for your body trust us you're wearing the wrong size","Good Housekeeping",3,2012
3,"at home with kelly how she stays so slim the quirky way she keeps her marriage close and her secret 3 a.m. habit","Good Housekeeping",3,2012
4,"2 drinks that fight cancer and depression","Good Housekeeping",3,2012
5,"best makeup finds 20 dollars and under","Good Housekeeping",3,2012
6,"how I saved my own life one stubborn woman proved her doctors wrong","Good Housekeeping",3,2012
1,"you could win a 5000 dollar getaway","Good Housekeeping",4,2012
2,"fresh and easy recipes 20 minute suppers mothers day brunch very berry desserts","Good Housekeeping",4,2012
3,"plus spring cleaning tricks","Good Housekeeping",4,2012
4,"100 best buys of the year","Good Housekeeping",4,2012
5,"beauty awards","Good Housekeeping",4,2012
6,"gh lab tested reader approved top lab picks 10 dollars or less","Good Housekeeping",4,2012
7,"rashida jones I push myself to do something new and uncomfortable every year","Good Housekeeping",4,2012
1,"stress less 5 surprisingly simple tactics","Good Housekeeping",5,2012
2,"make over a room in a day we show you how","Good Housekeeping",5,2012
3,"double the joy for the first time mariska hargitay reveals the devastating loss that led to her precious new babies","Good Housekeeping",5,2012
4,"sticky situations solved nosy neighbors rude people foul mouthed kids","Good Housekeeping",5,2012
5,"come over for brunch do ahead recipes for a crowd","Good Housekeeping",5,2012
6,"best free health websites these pass our trust test","Good Housekeeping",5,2012
1,"bye bye belly fat the simple no gym plan","Good Housekeeping",6,2012
2,"happy and confident you quick lifts to lighten your day","Good Housekeeping",6,2012
3,"17 dollar summer fashion finds","Good Housekeeping",6,2012
4,"my faith is my rock four years after cancer robin roberts is healthier happier and has finally learned to destress so can you","Good Housekeeping",6,2012
5,"3 dollar dinners slow cooker bbq pizzas salads and more","Good Housekeeping",6,2012
6,"new skin savers stop wrinkles sunburn cancer","Good Housekeeping",6,2012
7,"spider veins gone no surgery","Good Housekeeping",6,2012
8,"great vacation deals big gh discounts up to 50 percent off","Good Housekeeping",6,2012
1,"readers issue","Good Housekeeping",7,2012
2,"you asked we answered nonstop solutions shortcuts 41688 in freebies for you","Good Housekeeping",7,2012
3,"summer cooking made simple no stress suppers lemonade for a crowd low cal frozen treats","Good Housekeeping",7,2012
4,"bobby flays easy entertaining party shortcuts and yummy recipes","Good Housekeeping",7,2012
5,"little acts of kindness that will change your life","Good Housekeeping",7,2012
6,"busy womens beauty tricks","Good Housekeeping",7,2012
7,"casual and comfy and chic weekend fashions for your size and shape","Good Housekeeping",7,2012
1,"no cook summer suppers","Good Housekeeping",8,2012
2,"im 55 pounds lighter diana regimbal went from 210 to 155 pounds","Good Housekeeping",8,2012
3,"how to age younger 7 simple health boosts","Good Housekeeping",8,2012
4,"free diet plans that work 5 womens easy to follow plans one is right for you","Good Housekeeping",8,2012
5,"cash is hiding in your house find it","Good Housekeeping",8,2012
6,"less clutter more happiness how to free up space and energy","Good Housekeeping",8,2012
7,"fuss free hair 5 best summer styling secrets","Good Housekeeping",8,2012
8,"cottage style charm pretty decorating ideas for less","Good Housekeeping",8,2012
1,"the new you!","Good Housekeeping",9,2012
2,"look 7 years younger we've got the secrets and the science","Good Housekeeping",9,2012
3,"stretch your clothes budget the 6 dollar solution","Good Housekeeping",9,2012
4,"make your heart healthier the 3 minute fix","Good Housekeeping",9,2012
5,"anti aging power foods theyre in your fridge plus 7 easy recipes","Good Housekeeping",9,2012
6,"relax and recharge end bad moods pronto","Good Housekeeping",9,2012
7,"katies next act a big job switch her almost empty nest and her one big regret","Good Housekeeping",9,2012
1,"what to toss, what to keep decluttering genius","Good Housekeeping",10,2012
2,"jamie lee curtis tackles her fears and reveals the bravest thing she's ever done","Good Housekeeping",10,2012
3,"easy halloween ideas","Good Housekeeping",10,2012
4,"healthy pasta dinners 9 fast easy meals","Good Housekeeping",10,2012
